============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
  0%|          | 0/1000 [00:00<?, ?it/s]/gpfs/home5/igardner/thesis/env/dl2023/lib/python3.11/site-packages/torch/optim/lr_scheduler.py:149: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate your use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)
  0%|          | 1/1000 [00:52<14:34:29, 52.52s/it]  0%|          | 2/1000 [01:44<14:23:25, 51.91s/it]  0%|          | 3/1000 [02:37<14:36:56, 52.77s/it]  0%|          | 4/1000 [03:32<14:49:06, 53.56s/it]  0%|          | 5/1000 [04:27<14:56:35, 54.07s/it]  1%|          | 6/1000 [05:22<15:00:11, 54.34s/it]  1%|          | 7/1000 [06:17<15:03:12, 54.57s/it]  1%|          | 8/1000 [07:12<15:02:53, 54.61s/it]  1%|          | 9/1000 [08:05<14:54:07, 54.13s/it]  1%|          | 10/1000 [08:57<14:43:23, 53.54s/it]  1%|          | 11/1000 [09:51<14:42:41, 53.55s/it]  1%|          | 12/1000 [10:45<14:46:15, 53.82s/it]  1%|▏         | 13/1000 [11:41<14:54:35, 54.38s/it]  1%|▏         | 14/1000 [12:34<14:49:14, 54.11s/it]  2%|▏         | 15/1000 [13:28<14:47:58, 54.09s/it]  2%|▏         | 16/1000 [14:22<14:44:52, 53.96s/it]  2%|▏         | 17/1000 [15:16<14:44:39, 54.00s/it]  2%|▏         | 18/1000 [16:10<14:43:41, 53.99s/it]  2%|▏         | 19/1000 [17:02<14:34:05, 53.46s/it]  2%|▏         | 20/1000 [17:55<14:29:28, 53.23s/it]  2%|▏         | 21/1000 [18:52<14:50:03, 54.55s/it]  2%|▏         | 22/1000 [19:50<15:04:04, 55.46s/it]  2%|▏         | 23/1000 [20:48<15:15:07, 56.20s/it]  2%|▏         | 24/1000 [21:46<15:23:06, 56.75s/it]  2%|▎         | 25/1000 [22:44<15:30:43, 57.28s/it]  3%|▎         | 26/1000 [23:44<15:38:35, 57.82s/it]  3%|▎         | 27/1000 [24:43<15:45:18, 58.29s/it]  3%|▎         | 28/1000 [25:43<15:52:26, 58.79s/it]  3%|▎         | 29/1000 [26:43<15:59:50, 59.31s/it]  3%|▎         | 30/1000 [27:44<16:03:00, 59.57s/it]  3%|▎         | 31/1000 [28:45<16:08:48, 59.99s/it]  3%|▎         | 32/1000 [29:46<16:12:54, 60.30s/it]  3%|▎         | 33/1000 [30:47<16:19:05, 60.75s/it]  3%|▎         | 34/1000 [31:49<16:24:00, 61.12s/it]  4%|▎         | 35/1000 [32:51<16:27:34, 61.40s/it]  4%|▎         | 36/1000 [33:54<16:34:16, 61.88s/it]  4%|▎         | 37/1000 [34:57<16:37:51, 62.17s/it]  4%|▍         | 38/1000 [36:01<16:42:31, 62.53s/it]  4%|▍         | 39/1000 [37:05<16:48:47, 62.98s/it]  4%|▍         | 40/1000 [38:09<16:54:59, 63.44s/it]  4%|▍         | 41/1000 [39:14<17:01:35, 63.92s/it]  4%|▍         | 42/1000 [40:20<17:09:08, 64.46s/it]  4%|▍         | 43/1000 [41:26<17:14:23, 64.85s/it]  4%|▍         | 44/1000 [42:32<17:20:18, 65.29s/it]  4%|▍         | 45/1000 [43:38<17:24:38, 65.63s/it]  5%|▍         | 46/1000 [44:45<17:29:56, 66.03s/it]  5%|▍         | 47/1000 [45:53<17:34:31, 66.39s/it]  5%|▍         | 48/1000 [47:00<17:39:25, 66.77s/it]  5%|▍         | 49/1000 [48:09<17:47:02, 67.32s/it]  5%|▌         | 50/1000 [49:15<17:38:57, 66.88s/it]  5%|▌         | 51/1000 [50:22<17:40:53, 67.07s/it]  5%|▌         | 52/1000 [51:30<17:44:41, 67.39s/it]  5%|▌         | 53/1000 [52:43<18:07:56, 68.93s/it]  5%|▌         | 54/1000 [53:58<18:37:25, 70.87s/it]  6%|▌         | 55/1000 [55:15<19:02:54, 72.57s/it]  6%|▌         | 56/1000 [56:32<19:24:42, 74.03s/it]  6%|▌         | 57/1000 [57:52<19:47:49, 75.58s/it]  6%|▌         | 58/1000 [59:12<20:08:04, 76.95s/it]  6%|▌         | 59/1000 [1:00:34<20:30:32, 78.46s/it]  6%|▌         | 60/1000 [1:01:58<20:54:58, 80.11s/it]  6%|▌         | 61/1000 [1:03:24<21:22:04, 81.92s/it]  6%|▌         | 62/1000 [1:04:52<21:50:12, 83.81s/it]  6%|▋         | 63/1000 [1:06:22<22:18:29, 85.71s/it]  6%|▋         | 64/1000 [1:07:54<22:48:10, 87.70s/it]  6%|▋         | 65/1000 [1:09:30<23:24:12, 90.11s/it]  7%|▋         | 66/1000 [1:11:08<23:59:00, 92.44s/it]  7%|▋         | 67/1000 [1:12:49<24:36:09, 94.93s/it]  7%|▋         | 68/1000 [1:14:33<25:16:22, 97.62s/it]  7%|▋         | 69/1000 [1:16:19<25:55:44, 100.26s/it]  7%|▋         | 70/1000 [1:18:08<26:36:13, 102.98s/it]  7%|▋         | 71/1000 [1:20:02<27:22:54, 106.11s/it]  7%|▋         | 72/1000 [1:22:00<28:15:28, 109.62s/it]  7%|▋         | 73/1000 [1:24:01<29:10:06, 113.28s/it]  7%|▋         | 74/1000 [1:26:06<30:02:08, 116.77s/it]  8%|▊         | 75/1000 [1:28:14<30:49:39, 119.98s/it]  8%|▊         | 76/1000 [1:30:24<31:35:21, 123.08s/it]  8%|▊         | 77/1000 [1:32:38<32:21:42, 126.22s/it]  8%|▊         | 78/1000 [1:34:54<33:07:30, 129.34s/it]  8%|▊         | 79/1000 [1:37:13<33:48:35, 132.16s/it]  8%|▊         | 80/1000 [1:39:35<34:29:43, 134.98s/it]  8%|▊         | 81/1000 [1:41:59<35:08:35, 137.67s/it]  8%|▊         | 82/1000 [1:44:24<35:42:53, 140.06s/it]  8%|▊         | 83/1000 [1:46:52<36:14:51, 142.30s/it]  8%|▊         | 84/1000 [1:49:24<36:56:57, 145.22s/it]  8%|▊         | 85/1000 [1:51:59<37:42:31, 148.36s/it]  9%|▊         | 86/1000 [1:54:41<38:39:55, 152.29s/it]  9%|▊         | 87/1000 [1:57:27<39:39:34, 156.38s/it]  9%|▉         | 88/1000 [2:00:19<40:48:49, 161.11s/it]  9%|▉         | 89/1000 [2:03:15<41:55:36, 165.68s/it]  9%|▉         | 90/1000 [2:06:15<42:55:00, 169.78s/it]  9%|▉         | 91/1000 [2:09:13<43:29:34, 172.25s/it]  9%|▉         | 92/1000 [2:12:16<44:17:23, 175.60s/it]Epoch 1, Training Loss: 0.09739079810678959, Validation Loss: 0.04914110517129302
Epoch 2, Training Loss: 0.045026200264692305, Validation Loss: 0.04040828901343048
Epoch 3, Training Loss: 0.037452325721581775, Validation Loss: 0.034436574578285216
Epoch 4, Training Loss: 0.03333798013627529, Validation Loss: 0.031001405138522387
Epoch 5, Training Loss: 0.03001977220798532, Validation Loss: 0.027345298742875456
Epoch 6, Training Loss: 0.02711926617970069, Validation Loss: 0.025654537975788115
Epoch 7, Training Loss: 0.02554690170412262, Validation Loss: 0.025649050856009124
Epoch 8, Training Loss: 0.024939150689169763, Validation Loss: 0.02693501035682857
Epoch 9, Training Loss: 0.023339168960228564, Validation Loss: 0.023236616561189295
Epoch 10, Training Loss: 0.023127285096173487, Validation Loss: 0.022690044064074755
Epoch 11, Training Loss: 0.022470051515847446, Validation Loss: 0.02295792163349688
Epoch 12, Training Loss: 0.02216213910530011, Validation Loss: 0.023065345641225577
Epoch 13, Training Loss: 0.02215342167764902, Validation Loss: 0.020857563614845274
Epoch 14, Training Loss: 0.021313789207488297, Validation Loss: 0.021778833772987127
Epoch 15, Training Loss: 0.020623477020611364, Validation Loss: 0.020277239033021033
Epoch 16, Training Loss: 0.02035315348766744, Validation Loss: 0.024125160509720446
Epoch 17, Training Loss: 0.020245486544445156, Validation Loss: 0.020099444035440683
Epoch 18, Training Loss: 0.019879265983278552, Validation Loss: 0.020334667875431478
Epoch 19, Training Loss: 0.01987700581861039, Validation Loss: 0.019479869003407656
Epoch 20, Training Loss: 0.019680791099866233, Validation Loss: 0.018917660415172576
Epoch 21, Training Loss: 0.019555447343736886, Validation Loss: 0.018873760825954378
Epoch 22, Training Loss: 0.01915457551367581, Validation Loss: 0.01909290859475732
Epoch 23, Training Loss: 0.018813316446418562, Validation Loss: 0.019561343523673714
Epoch 24, Training Loss: 0.018513914197683334, Validation Loss: 0.01900226476136595
Epoch 25, Training Loss: 0.019078003118435542, Validation Loss: 0.01849686640780419
Epoch 26, Training Loss: 0.01932381922379136, Validation Loss: 0.021477966010570525
Epoch 27, Training Loss: 0.018241774073491493, Validation Loss: 0.0183281596750021
Epoch 28, Training Loss: 0.018080611697708568, Validation Loss: 0.0178546013077721
Epoch 29, Training Loss: 0.018009356300656993, Validation Loss: 0.020070464280433954
Epoch 30, Training Loss: 0.01868884532401959, Validation Loss: 0.01789515381678939
Epoch 31, Training Loss: 0.01849214929776887, Validation Loss: 0.02023742371238768
Epoch 32, Training Loss: 0.017582847115894158, Validation Loss: 0.017470717686228453
Epoch 33, Training Loss: 0.0174486780539155, Validation Loss: 0.01724047940224409
Epoch 34, Training Loss: 0.017637026403099297, Validation Loss: 0.01712746238335967
Epoch 35, Training Loss: 0.01732119422716399, Validation Loss: 0.018456015223637223
Epoch 36, Training Loss: 0.017438919888809322, Validation Loss: 0.017862402880564333
Epoch 37, Training Loss: 0.016927488008514048, Validation Loss: 0.01754148225300014
Epoch 38, Training Loss: 0.016962138749659062, Validation Loss: 0.016659991024062036
Epoch 39, Training Loss: 0.01674591094876329, Validation Loss: 0.01705593322403729
Epoch 40, Training Loss: 0.016654247852663197, Validation Loss: 0.016998756676912308
Epoch 41, Training Loss: 0.01662671407684684, Validation Loss: 0.017957563092932106
Epoch 42, Training Loss: 0.016095137456431985, Validation Loss: 0.016437712940387428
Epoch 43, Training Loss: 0.016386025538668036, Validation Loss: 0.01660534965340048
Epoch 44, Training Loss: 0.015774221904575825, Validation Loss: 0.015688150585629047
Epoch 45, Training Loss: 0.016120965639129282, Validation Loss: 0.016315927356481554
Epoch 46, Training Loss: 0.016272669099271296, Validation Loss: 0.01676250228192657
Epoch 47, Training Loss: 0.015925404615700245, Validation Loss: 0.015900425892323256
Epoch 48, Training Loss: 0.015562901195759574, Validation Loss: 0.015548748266883194
Epoch 49, Training Loss: 0.015759821282699704, Validation Loss: 0.01606632429175079
Epoch 50, Training Loss: 0.016527314786799252, Validation Loss: 0.01635699295438826
Epoch 51, Training Loss: 0.015564645345633229, Validation Loss: 0.015709648048505186
Epoch 52, Training Loss: 0.015725650545209646, Validation Loss: 0.01811073664575815
Epoch 53, Training Loss: 0.015167685784399509, Validation Loss: 0.01677909204736352
Epoch 54, Training Loss: 0.015442594815976918, Validation Loss: 0.015998170292004944
Epoch 55, Training Loss: 0.01500607084017247, Validation Loss: 0.016131292399950325
Epoch 56, Training Loss: 0.01511156496902307, Validation Loss: 0.016082464577630164
Epoch 57, Training Loss: 0.015369432885199786, Validation Loss: 0.01574548133648932
Epoch 58, Training Loss: 0.014535500241133073, Validation Loss: 0.016246469225734472
Epoch 59, Training Loss: 0.016073585751776896, Validation Loss: 0.016367013938724993
Epoch 60, Training Loss: 0.015057216150065262, Validation Loss: 0.015762054710648954
Epoch 61, Training Loss: 0.015365855659668644, Validation Loss: 0.016220530867576598
Epoch 62, Training Loss: 0.015339749896277984, Validation Loss: 0.015408878307789564
Epoch 63, Training Loss: 0.015462229571615657, Validation Loss: 0.01601441113743931
Epoch 64, Training Loss: 0.014445244645078978, Validation Loss: 0.015496571734547614
Epoch 65, Training Loss: 0.014328007368991773, Validation Loss: 0.015154122584499418
Epoch 66, Training Loss: 0.015014134937276442, Validation Loss: 0.01576226295437664
Epoch 67, Training Loss: 0.01449863244779408, Validation Loss: 0.015552896563895047
Epoch 68, Training Loss: 0.01440812338454028, Validation Loss: 0.015226108394563198
Epoch 69, Training Loss: 0.01443810147854189, Validation Loss: 0.014996542851440609
Epoch 70, Training Loss: 0.0146946604984502, Validation Loss: 0.015617336449213325
Epoch 71, Training Loss: 0.014496304684629042, Validation Loss: 0.01496635819785297
Epoch 72, Training Loss: 0.014769187903342147, Validation Loss: 0.01576411467976868
Epoch 73, Training Loss: 0.014725578265885513, Validation Loss: 0.01609301569405943
Epoch 74, Training Loss: 0.01425908754269282, Validation Loss: 0.014858713001012802
Epoch 75, Training Loss: 0.014404618817692002, Validation Loss: 0.015387980104424059
Epoch 76, Training Loss: 0.013590412649015586, Validation Loss: 0.01474275249056518
Epoch 77, Training Loss: 0.014805115200579167, Validation Loss: 0.015636103111319244
Epoch 78, Training Loss: 0.014417580088290076, Validation Loss: 0.01567936867941171
Epoch 79, Training Loss: 0.01398167604735742, Validation Loss: 0.015650035301223397
Epoch 80, Training Loss: 0.014150074357166887, Validation Loss: 0.015268000727519392
Epoch 81, Training Loss: 0.013618613375971715, Validation Loss: 0.015801632823422552
Epoch 82, Training Loss: 0.014624362112954259, Validation Loss: 0.017218711390160023
Epoch 83, Training Loss: 0.013387937781711419, Validation Loss: 0.014775879960507155
Epoch 84, Training Loss: 0.013587886995325486, Validation Loss: 0.016989731742069126
Epoch 85, Training Loss: 0.013982596124211948, Validation Loss: 0.01512463774997741
Epoch 86, Training Loss: 0.013164012203924358, Validation Loss: 0.015026507270522415
Epoch 87, Training Loss: 0.013384523848071695, Validation Loss: 0.014868485857732594
Epoch 88, Training Loss: 0.013493415092428525, Validation Loss: 0.015704618114978076
Epoch 89, Training Loss: 0.013621479645371437, Validation Loss: 0.015626324457116425
Epoch 90, Training Loss: 0.012986744722972314, Validation Loss: 0.014729951764456928
Epoch 91, Training Loss: 0.013853390871857604, Validation Loss: 0.015454492554999888
Epoch 92, Training Loss: 0.013219601614400745, Validation Loss: 0.014499064278788864
Epoch 93, Training Loss: 0.013922742761981985, Validation Loss: 0.01501813807990402
